,id.y,fold,gene,ID_geneid,DESCRIPTION,cell_id,det_filename,det_plate,det_well,pert_batch_internal_compound_enumerator,pert_batch_internal_replicate,pert_desc,pert_dose,condition,pert_dose_unit,pert_id,pert_time,pert_time_unit,pert_type,pert_vehicle,provenance_code
586,P-H0-D00008,-0.795,ZNF672,79894,zinc finger protein 672,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
587,P-H0-D00008,-1.47,C17orf85,55421,chromosome 17 open reading frame 85,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
588,P-H0-D00008,-1.5434,ATAD2,29028,"ATPase family, AAA domain containing 2",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
589,P-H0-D00008,0.4322,NUFIP2,57532,nuclear fragile X mental retardation protein interacting protein 2,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
590,P-H0-D00008,-0.46,RBBP6,5930,retinoblastoma binding protein 6,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
591,P-H0-D00008,0.1334,CASC3,22794,cancer susceptibility candidate 3,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
592,P-H0-D00008,-0.2677,GPALPP1,55425,GPALPP motifs containing 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
593,P-H0-D00008,0.42,CCNYL1,151195,cyclin Y-like 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
594,P-H0-D00008,0.118,NFATC2IP,84901,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
595,P-H0-D00008,-0.02044,RNF169,254225,ring finger protein 169,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
596,P-H0-D00008,0.5222,ZNF740,283337,zinc finger protein 740,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
597,P-H0-D00008,-0.21,DDX54,79039,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
598,P-H0-D00008,-0.2747,ATXN2L,11273,ataxin 2-like,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
599,P-H0-D00008,0.213,ATRIP,84126,ATR interacting protein,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
600,P-H0-D00008,0.94,DPF2,5977,"D4, zinc and double PHD fingers family 2",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
601,P-H0-D00008,-0.1417,SMARCC1,6599,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
602,P-H0-D00008,-1.245,KHSRP,8570,KH-type splicing regulatory protein,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
603,P-H0-D00008,0.5464,SH3KBP1,30011,SH3-domain kinase binding protein 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
604,P-H0-D00008,0.9822,CHAMP1,283489,chromosome alignment maintaining phosphoprotein 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
605,P-H0-D00008,1.0175,RBM14,10432,RNA binding motif protein 14,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
606,P-H0-D00008,0.1454,ALS2,57679,amyotrophic lateral sclerosis 2 (juvenile),HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
607,P-H0-D00008,-0.695,PPP1R10,5514,"protein phosphatase 1, regulatory subunit 10",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
608,P-H0-D00008,-0.5282,TPX2,22974,"TPX2, microtubule-associated",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
609,P-H0-D00008,-0.2746,RSF1,51773,remodeling and spacing factor 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
610,P-H0-D00008,0.5018,WAC,51322,WW domain containing adaptor with coiled-coil,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
611,P-H0-D00008,0.685,UBE2O,63893,ubiquitin-conjugating enzyme E2O,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
612,P-H0-D00008,0.066,WDR26,80232,WD repeat domain 26,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
613,P-H0-D00008,0.2231,ANLN,54443,"anillin, actin binding protein",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
614,P-H0-D00008,-0.1979,NANS,54187,N-acetylneuraminic acid synthase,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
615,P-H0-D00008,0.065,TERF2IP,54386,"telomeric repeat binding factor 2, interacting protein",HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
616,P-H0-D00008,-0.8953,LRWD1,222229,leucine-rich repeats and WD repeat domain containing 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
617,P-H0-D00008,-0.4367,LIMA1,51474,LIM domain and actin binding 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
618,P-H0-D00008,0.2,LIMA1,51474,LIM domain and actin binding 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
619,P-H0-D00008,-0.008667,GPATCH8,23131,G patch domain containing 8,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
620,P-H0-D00008,0.02711,MAP3K2,10746,mitogen-activated protein kinase kinase kinase 2,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
621,P-H0-D00008,0.5409,THRAP3,9967,thyroid hormone receptor associated protein 3,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
622,P-H0-D00008,-1.2278,PRRC2C,23215,proline-rich coiled-coil 2C,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
623,P-H0-D00008,0.2322,MARK2,2011,MAP/microtubule affinity-regulating kinase 2,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
624,P-H0-D00008,0.05589,PRRC2C,23215,proline-rich coiled-coil 2C,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
625,P-H0-D00008,-0.07822,CDK1,983,cyclin-dependent kinase 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
626,P-H0-D00008,0.8221,TMPO,7112,thymopoietin,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
627,P-H0-D00008,-0.309,NOLC1,9221,nucleolar and coiled-body phosphoprotein 1,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
628,P-H0-D00008,2.3653,PLEC,5339,plectin,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
629,P-H0-D00008,-0.2,PLEC,5339,plectin,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
630,P-H0-D00008,-0.2157,SRRM2,23524,serine/arginine repetitive matrix 2,HL60,HL60-Rep1-08_doxorubicin_01,P100_0002,H01,8,1,doxorubicin,6.8,doxorubicin 6.8um,um,BRD-K92093830,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
631,P-H0-D00009,-0.1882,DYRK1A,1859,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
632,P-H0-D00009,0.01556,RPS6KA3,6197,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
633,P-H0-D00009,-0.04738,HN1,51155,hematological and neurological expressed 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
634,P-H0-D00009,-0.1733,ZC3HC1,51530,"zinc finger, C3HC-type containing 1",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
635,P-H0-D00009,0.3888,NCOR2,9612,nuclear receptor corepressor 2,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
636,P-H0-D00009,1.5482,UHRF1BP1L,23074,UHRF1 binding protein 1-like,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
637,P-H0-D00009,0.3314,OCIAD1,54940,OCIA domain containing 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
638,P-H0-D00009,-0.3111,PDPK1,5170,3-phosphoinositide dependent protein kinase 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
639,P-H0-D00009,-0.3074,ABI1,10006,abl-interactor 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
640,P-H0-D00009,-0.2018,WDR20,91833,WD repeat domain 20,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
641,P-H0-D00009,0.426,MAP4,4134,microtubule-associated protein 4,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
642,P-H0-D00009,-0.619,RBM17,84991,RNA binding motif protein 17,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
643,P-H0-D00009,-0.2547,IQGAP3,128239,IQ motif containing GTPase activating protein 3,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
644,P-H0-D00009,7.7622,FAM129B,64855,"family with sequence similarity 129, member B",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
645,P-H0-D00009,-0.2273,TMSB4X,7114,"thymosin beta 4, X-linked",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
646,P-H0-D00009,-0.289,TMSB4X,7114,"thymosin beta 4, X-linked",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
647,P-H0-D00009,-0.259,CLTA,1211,"clathrin, light chain A",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
648,P-H0-D00009,-0.3122,SYNRG,11276,"synergin, gamma",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
649,P-H0-D00009,-0.1665,ZC3H14,79882,zinc finger CCCH-type containing 14,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
650,P-H0-D00009,-0.849,PFKP,5214,"phosphofructokinase, platelet",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
651,P-H0-D00009,0.05778,LARP4B,23185,"La ribonucleoprotein domain family, member 4B",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
652,P-H0-D00009,-0.1718,HAT1,8520,histone acetyltransferase 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
653,P-H0-D00009,-0.3734,MAP3K7,6885,mitogen-activated protein kinase kinase kinase 7,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
654,P-H0-D00009,-0.7438,SRRM1,10250,serine/arginine repetitive matrix 1,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
655,P-H0-D00009,-0.3744,BRD4,23476,bromodomain containing 4,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
656,P-H0-D00009,-0.6101,KIF4A,24137,kinesin family member 4A,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
657,P-H0-D00009,0.1448,KIAA0930,23313,KIAA0930,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
658,P-H0-D00009,-0.6274,DHX16,8449,DEAH (Asp-Glu-Ala-His) box polypeptide 16,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
659,P-H0-D00009,-0.2206,BRAF,673,"B-Raf proto-oncogene, serine/threonine kinase",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
660,P-H0-D00009,-0.5152,FOSL2,2355,FOS-like antigen 2,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
661,P-H0-D00009,-0.5402,FOSL2,2355,FOS-like antigen 2,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
662,P-H0-D00009,-0.6404,JUND,3727,jun D proto-oncogene,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
663,P-H0-D00009,-0.203,RPL12,6136,ribosomal protein L12,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
664,P-H0-D00009,-0.1247,NUP214,8021,nucleoporin 214kDa,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
665,P-H0-D00009,-0.115,EIF4A3,9775,eukaryotic translation initiation factor 4A3,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
666,P-H0-D00009,-0.1804,EIF4A3,9775,eukaryotic translation initiation factor 4A3,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
667,P-H0-D00009,1.4333,TMPO,7112,thymopoietin,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
668,P-H0-D00009,0.3527,PRRC2A,7916,proline-rich coiled-coil 2A,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
669,P-H0-D00009,-0.6147,FASN,2194,fatty acid synthase,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
670,P-H0-D00009,-0.6567,FASN,2194,fatty acid synthase,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
671,P-H0-D00009,0.4373,FAM76B,143684,"family with sequence similarity 76, member B",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
672,P-H0-D00009,0.1806,AHNAK,79026,AHNAK nucleoprotein,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
673,P-H0-D00009,-0.109,PAK2,5062,p21 protein (Cdc42/Rac)-activated kinase 2,HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
674,P-H0-D00009,-0.2206,RPS6KA1,6195,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
675,P-H0-D00009,-0.2566,RPS6KA1,6195,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",HL60,HL60-Rep1-09_fulvestrant_01,P100_0002,A04,9,1,fulvestrant,1,fulvestrant 1um,um,BRD-A85667082,6,h,trt_cp,DMSO,L2X+RMN+SF8+PF9+LLB+OSF+RMN
